gameorder,game_id,lg_id,_iscopy,year_id,date_game,seasongame,is_playoffs,team_id,fran_id,pts,elo_i,elo_n,win_equiv,opp_id,opp_fran,opp_pts,opp_elo_i,opp_elo_n,game_location,game_result,forecast,notes
33283,199105070BOS,NBA,0,1991,5/7/1991,88,1,BOS,Celtics,75,1544.2965,1529.8501,45.72485,DET,Pistons,86,1563.8438,1578.2902,H,L,0.61375487,
33286,199105090BOS,NBA,0,1991,5/9/1991,89,1,BOS,Celtics,109,1529.8501,1536.1824,46.378979,DET,Pistons,103,1578.2902,1571.9579,H,W,0.57366079,
33290,199105110DET,NBA,1,1991,5/11/1991,90,1,BOS,Celtics,115,1536.1824,1571.46,49.963573,DET,Pistons,83,1571.9579,1536.6803,A,W,0.31397802,
33295,199105130DET,NBA,1,1991,5/13/1991,91,1,BOS,Celtics,97,1571.46,1564.9479,49.310818,DET,Pistons,104,1536.6803,1543.1924,A,L,0.40722758,
33299,199105150BOS,NBA,0,1991,5/15/1991,92,1,BOS,Celtics,111,1564.9479,1554.5254,48.257019,DET,Pistons,116,1543.1924,1553.6149,H,L,0.66838306,
33300,199105170DET,NBA,1,1991,5/17/1991,93,1,BOS,Celtics,113,1554.5254,1550.2928,47.826145,DET,Pistons,117,1553.6149,1557.8474,A,L,0.36114341,
34423,199204230BOS,NBA,0,1992,4/23/1992,83,1,BOS,Celtics,124,1624.1571,1629.1434,55.036098,IND,Pacers,113,1541.9318,1536.9454,H,W,0.7405777,
34431,199204250BOS,NBA,0,1992,4/25/1992,84,1,BOS,Celtics,119,1629.1434,1632.7681,55.370674,IND,Pacers,112,1536.9454,1533.3208,H,W,0.75145376,
34439,199204270IND,NBA,1,1992,4/27/1992,85,1,BOS,Celtics,102,1632.7681,1639.1053,55.950417,IND,Pacers,98,1533.3208,1526.9835,A,W,0.49920458,
34450,199205020CLE,NBA,1,1992,5/2/1992,86,1,BOS,Celtics,76,1639.1053,1626.5416,54.794621,CLE,Cavaliers,101,1642.9319,1655.4956,A,L,0.3548761,
34454,199205040CLE,NBA,1,1992,5/4/1992,87,1,BOS,Celtics,104,1626.5416,1638.2247,55.870258,CLE,Cavaliers,98,1655.4956,1643.8125,A,W,0.32249731,
34461,199205080BOS,NBA,0,1992,5/8/1992,88,1,BOS,Celtics,110,1638.2247,1642.0439,56.216938,CLE,Cavaliers,107,1643.8125,1639.9933,H,W,0.63262171,
34465,199205100BOS,NBA,0,1992,5/10/1992,89,1,BOS,Celtics,112,1642.0439,1635.28,55.601276,CLE,Cavaliers,114,1639.9933,1646.7572,H,L,0.64278001,
34471,199205130CLE,NBA,1,1992,5/13/1992,90,1,BOS,Celtics,98,1635.28,1626.3776,54.779358,CLE,Cavaliers,114,1646.7572,1655.6597,A,L,0.34485912,
34475,199205150BOS,NBA,0,1992,5/15/1992,91,1,BOS,Celtics,122,1626.3776,1643.3167,56.331909,CLE,Cavaliers,91,1655.6597,1638.7206,H,W,0.60038871,
34478,199205170CLE,NBA,1,1992,5/17/1992,92,1,BOS,Celtics,104,1643.3167,1632.957,55.388058,CLE,Cavaliers,122,1638.7206,1649.0802,A,L,0.36605257,
35603,199304290BOS,NBA,0,1993,4/29/1993,83,1,BOS,Celtics,112,1568.7424,1573.8995,49.313751,CHH,Pelicans,101,1493.3345,1488.1774,H,W,0.7329672,
35611,199305010BOS,NBA,0,1993,5/1/1993,84,1,BOS,Celtics,98,1573.8995,1566.8315,48.600296,CHH,Pelicans,99,1488.1774,1495.2454,H,L,0.74442625,
35619,199305030CHH,NBA,1,1993,5/3/1993,85,1,BOS,Celtics,89,1566.8315,1547.197,46.594505,CHH,Pelicans,119,1495.2454,1514.8799,A,L,0.45920014,
35625,199305050CHH,NBA,1,1993,5/5/1993,86,1,BOS,Celtics,103,1547.197,1544.1003,46.275387,CHH,Pelicans,104,1514.8799,1517.9766,A,L,0.40381026,
37975,199504280ORL,NBA,1,1995,4/28/1995,83,1,BOS,Celtics,77,1464.3521,1453.833,36.330044,ORL,Magic,124,1599.7856,1610.3047,A,L,0.20501101,
37983,199504300ORL,NBA,1,1995,4/30/1995,84,1,BOS,Celtics,99,1453.833,1471.0649,38.121983,ORL,Magic,92,1610.3047,1593.0728,A,W,0.18597639,
37992,199505030BOS,NBA,0,1995,5/3/1995,85,1,BOS,Celtics,77,1471.0649,1464.5868,37.446651,ORL,Magic,82,1593.0728,1599.5509,H,L,0.4683705,
37997,199505050BOS,NBA,0,1995,5/5/1995,86,1,BOS,Celtics,92,1464.5868,1459.6937,36.937824,ORL,Magic,95,1599.5509,1604.444,H,L,0.44985178,
46329,200204210BOS,NBA,0,2002,4/21/2002,83,1,BOS,Celtics,92,1574.6733,1580.3073,49.137993,PHI,Sixers,82,1529.8698,1524.2358,H,W,0.69710642,
46339,200204250BOS,NBA,0,2002,4/25/2002,84,1,BOS,Celtics,93,1580.3073,1584.9786,49.607559,PHI,Sixers,85,1524.2358,1519.5645,H,W,0.71062458,
46347,200204280PHI,NBA,1,2002,4/28/2002,85,1,BOS,Celtics,103,1584.9786,1578.8102,48.98703,PHI,Sixers,108,1519.5645,1525.7329,A,L,0.45039076,
46353,200205010PHI,NBA,1,2002,5/1/2002,86,1,BOS,Celtics,81,1578.8102,1574.7783,48.57935,PHI,Sixers,83,1525.7329,1529.7648,A,L,0.43288034,
46357,200205030BOS,NBA,0,2002,5/3/2002,87,1,BOS,Celtics,120,1574.7783,1587.4918,49.859219,PHI,Sixers,87,1529.7648,1517.0513,H,W,0.69736153,
46360,200205050DET,NBA,1,2002,5/5/2002,88,1,BOS,Celtics,84,1587.4918,1579.0894,49.015198,DET,Pistons,96,1569.1313,1577.5338,A,L,0.38462692,
46366,200205080DET,NBA,1,2002,5/8/2002,89,1,BOS,Celtics,85,1579.0894,1591.6649,50.275543,DET,Pistons,77,1577.5338,1564.9583,A,W,0.36200052,
46369,200205100BOS,NBA,0,2002,5/10/2002,90,1,BOS,Celtics,66,1591.6649,1594.5194,50.559166,DET,Pistons,64,1564.9583,1562.1038,H,W,0.67466968,
46372,200205120BOS,NBA,0,2002,5/12/2002,91,1,BOS,Celtics,90,1594.5194,1600.855,51.185196,DET,Pistons,79,1562.1038,1555.7682,H,W,0.68184114,
46376,200205140DET,NBA,1,2002,5/14/2002,92,1,BOS,Celtics,90,1600.855,1612.632,52.335354,DET,Pistons,81,1555.7682,1543.9912,A,W,0.42162508,
46380,200205190NJN,NBA,1,2002,5/19/2002,93,1,BOS,Celtics,97,1612.632,1606.1652,51.706043,NJN,Nets,104,1579.5206,1585.9874,A,L,0.4049114,
46382,200205210NJN,NBA,1,2002,5/21/2002,94,1,BOS,Celtics,93,1606.1652,1617.1809,52.774612,NJN,Nets,86,1585.9874,1574.9717,A,W,0.38710588,
46384,200205250BOS,NBA,0,2002,5/25/2002,95,1,BOS,Celtics,94,1617.1809,1620.6567,53.10828,NJN,Nets,90,1574.9717,1571.4958,H,W,0.6939438,
46386,200205270BOS,NBA,0,2002,5/27/2002,96,1,BOS,Celtics,92,1620.6567,1612.9495,52.366104,NJN,Nets,94,1571.4958,1579.2031,H,L,0.70237625,
46388,200205290NJN,NBA,1,2002,5/29/2002,97,1,BOS,Celtics,92,1612.9495,1604.4626,51.539448,NJN,Nets,103,1579.2031,1587.6899,A,L,0.40579247,
46389,200205310BOS,NBA,0,2002,5/31/2002,98,1,BOS,Celtics,88,1604.4626,1591.203,50.229557,NJN,Nets,96,1587.6899,1600.9496,H,L,0.66199511,
47586,200304190IND,NBA,1,2003,4/19/2003,83,1,BOS,Celtics,103,1478.2422,1487.3109,39.406345,IND,Pacers,100,1533.8625,1524.7938,A,W,0.28990966,
47593,200304210IND,NBA,1,2003,4/21/2003,84,1,BOS,Celtics,77,1487.3109,1480.7722,38.722012,IND,Pacers,89,1524.7938,1531.3325,A,L,0.31186485,
47601,200304240BOS,NBA,0,2003,4/24/2003,85,1,BOS,Celtics,101,1480.7722,1493.3524,40.039444,IND,Pacers,83,1531.3325,1518.7523,H,W,0.57067305,
47610,200304270BOS,NBA,0,2003,4/27/2003,86,1,BOS,Celtics,102,1493.3524,1501.0745,40.849277,IND,Pacers,92,1518.7523,1511.0303,H,W,0.60573816,
47617,200304290IND,NBA,1,2003,4/29/2003,87,1,BOS,Celtics,88,1501.0745,1496.5875,40.378666,IND,Pacers,93,1511.0303,1515.5172,A,L,0.34684044,
47625,200305010BOS,NBA,0,2003,5/1/2003,88,1,BOS,Celtics,110,1496.5875,1508.4446,41.622322,IND,Pacers,90,1515.5172,1503.6602,H,W,0.61459726,
47634,200305050NJN,NBA,1,2003,5/5/2003,89,1,BOS,Celtics,93,1508.4446,1505.1404,41.275768,NJN,Nets,97,1561.3181,1564.6223,A,L,0.29317552,
47638,200305070NJN,NBA,1,2003,5/7/2003,90,1,BOS,Celtics,95,1505.1404,1500.2137,40.758995,NJN,Nets,104,1564.6223,1569.549,A,L,0.28535503,
47642,200305090BOS,NBA,0,2003,5/9/2003,91,1,BOS,Celtics,76,1500.2137,1483.2257,38.978661,NJN,Nets,94,1569.549,1586.537,H,L,0.54401594,
47649,200305120BOS,NBA,0,2003,5/12/2003,92,1,BOS,Celtics,101,1483.2257,1473.6101,37.9739,NJN,Nets,110,1586.537,1596.1526,H,L,0.49523482,
48862,200404170IND,NBA,1,2004,4/17/2004,83,1,BOS,Celtics,88,1436.0353,1433.0569,33.727032,IND,Pacers,104,1661.004,1663.9824,A,L,0.13346416,
48872,200404200IND,NBA,1,2004,4/20/2004,84,1,BOS,Celtics,90,1433.0569,1430.5468,33.472309,IND,Pacers,103,1663.9824,1666.4926,A,L,0.12954807,
48880,200404230BOS,NBA,0,2004,4/23/2004,85,1,BOS,Celtics,85,1430.5468,1420.3204,32.440964,IND,Pacers,108,1666.4926,1676.7189,H,L,0.31376693,
48886,200404250BOS,NBA,0,2004,4/25/2004,86,1,BOS,Celtics,75,1420.3204,1413.4042,31.74972,IND,Pacers,90,1676.7189,1683.6351,H,L,0.2889885,
50174,200504230BOS,NBA,0,2005,4/23/2005,83,1,BOS,Celtics,102,1511.8661,1525.509,44.004639,IND,Pacers,82,1564.4844,1550.8414,H,W,0.56776816,
50182,200504250BOS,NBA,0,2005,4/25/2005,84,1,BOS,Celtics,79,1525.509,1518.3048,43.252075,IND,Pacers,82,1550.8414,1558.0457,H,L,0.60583097,
50191,200504280IND,NBA,1,2005,4/28/2005,85,1,BOS,Celtics,76,1518.3048,1508.2587,42.200207,IND,Pacers,99,1558.0457,1568.0918,A,L,0.30908233,
50198,200504300IND,NBA,1,2005,4/30/2005,86,1,BOS,Celtics,110,1508.2587,1544.9792,46.026955,IND,Pacers,79,1568.0918,1531.3712,A,W,0.28494292,
50207,200505030BOS,NBA,0,2005,5/3/2005,87,1,BOS,Celtics,85,1544.9792,1534.7936,44.971451,IND,Pacers,90,1531.3712,1541.5569,H,L,0.65790689,
50213,200505050IND,NBA,1,2005,5/5/2005,88,1,BOS,Celtics,92,1534.7936,1542.7277,45.794163,IND,Pacers,89,1541.5569,1533.6228,A,W,0.35101539,
50215,200505070BOS,NBA,0,2005,5/7/2005,89,1,BOS,Celtics,70,1542.7277,1513.7803,42.778625,IND,Pacers,97,1533.6228,1562.5702,H,L,0.65204901,
54120,200804200BOS,NBA,0,2008,4/20/2008,83,1,BOS,Celtics,104,1722.051,1724.9539,62.177032,ATL,Hawks,81,1448.5555,1445.6527,H,W,0.89567,
54129,200804230BOS,NBA,0,2008,4/23/2008,84,1,BOS,Celtics,96,1724.9539,1727.4097,62.365299,ATL,Hawks,77,1445.6527,1443.1969,H,W,0.89875191,
54138,200804260ATL,NBA,1,2008,4/26/2008,85,1,BOS,Celtics,93,1727.4097,1710.4504,61.040295,ATL,Hawks,102,1443.1969,1460.1561,A,L,0.7427696,
54146,200804280ATL,NBA,1,2008,4/28/2008,86,1,BOS,Celtics,92,1710.4504,1699.1918,60.128887,ATL,Hawks,97,1460.1561,1471.4148,A,L,0.70373833,
54153,200804300BOS,NBA,0,2008,4/30/2008,87,1,BOS,Celtics,110,1699.1918,1703.1897,60.455395,ATL,Hawks,85,1471.4148,1467.4169,H,W,0.86839437,
54156,200805020ATL,NBA,1,2008,5/2/2008,88,1,BOS,Celtics,100,1703.1897,1694.5845,59.748726,ATL,Hawks,103,1467.4169,1476.0221,A,L,0.68601865,
54161,200805040BOS,NBA,0,2008,5/4/2008,89,1,BOS,Celtics,99,1694.5845,1699.8464,60.182568,ATL,Hawks,65,1476.0221,1470.7601,H,W,0.8622129,
54165,200805060BOS,NBA,0,2008,5/6/2008,90,1,BOS,Celtics,76,1699.8464,1701.6603,60.33086,CLE,Cavaliers,72,1529.7411,1527.9272,H,W,0.82561332,
54168,200805080BOS,NBA,0,2008,5/8/2008,91,1,BOS,Celtics,89,1701.6603,1705.6138,60.651833,CLE,Cavaliers,73,1527.9272,1523.9738,H,W,0.82859951,
54171,200805100CLE,NBA,1,2008,5/10/2008,92,1,BOS,Celtics,84,1705.6138,1681.0931,58.611984,CLE,Cavaliers,108,1523.9738,1548.4944,A,L,0.61537373,
54175,200805120CLE,NBA,1,2008,5/12/2008,93,1,BOS,Celtics,77,1681.0931,1668.7292,57.540173,CLE,Cavaliers,88,1548.4944,1560.8583,A,L,0.54677618,
54178,200805140BOS,NBA,0,2008,5/14/2008,94,1,BOS,Celtics,96,1668.7292,1672.0774,57.833199,CLE,Cavaliers,89,1560.8583,1557.5101,H,W,0.76791966,
54181,200805160CLE,NBA,1,2008,5/16/2008,95,1,BOS,Celtics,69,1672.0774,1664.6587,57.181183,CLE,Cavaliers,74,1557.5101,1564.9288,A,L,0.52095169,
54183,200805180BOS,NBA,0,2008,5/18/2008,96,1,BOS,Celtics,97,1664.6587,1667.5778,57.438923,CLE,Cavaliers,92,1564.9288,1562.0098,H,W,0.75946295,
54185,200805200BOS,NBA,0,2008,5/20/2008,97,1,BOS,Celtics,88,1667.5778,1674.0226,58.002499,DET,Pistons,79,1666.0707,1659.6259,H,W,0.64206123,
54187,200805220BOS,NBA,0,2008,5/22/2008,98,1,BOS,Celtics,97,1674.0226,1662.8054,57.016758,DET,Pistons,103,1659.6259,1670.843,H,L,0.65892798,
54189,200805240DET,NBA,1,2008,5/24/2008,99,1,BOS,Celtics,94,1662.8054,1681.1259,58.614784,DET,Pistons,80,1670.843,1652.5226,A,W,0.34934616,
54191,200805260DET,NBA,1,2008,5/26/2008,100,1,BOS,Celtics,75,1681.1259,1669.2024,57.581703,DET,Pistons,94,1652.5226,1664.446,A,L,0.39867413,
54193,200805280BOS,NBA,0,2008,5/28/2008,101,1,BOS,Celtics,106,1669.2024,1673.3297,57.942276,DET,Pistons,102,1664.446,1660.3187,H,W,0.6463483,
54195,200805300DET,NBA,1,2008,5/30/2008,102,1,BOS,Celtics,89,1673.3297,1685.4816,58.985554,DET,Pistons,81,1660.3187,1648.1669,A,W,0.37736464,
54196,200806050BOS,NBA,0,2008,6/5/2008,103,1,BOS,Celtics,98,1685.4816,1694.0795,59.706806,LAL,Lakers,88,1736.7959,1728.198,H,W,0.56960928,
54197,200806080BOS,NBA,0,2008,6/8/2008,104,1,BOS,Celtics,108,1694.0795,1700.0486,60.199127,LAL,Lakers,102,1728.198,1722.2289,H,W,0.59369081,
54198,200806100LAL,NBA,1,2008,6/10/2008,105,1,BOS,Celtics,81,1700.0486,1695.3843,59.815018,LAL,Lakers,87,1722.2289,1726.8932,A,L,0.33107513,
54199,200806120LAL,NBA,1,2008,6/12/2008,106,1,BOS,Celtics,97,1695.3843,1707.1495,60.775684,LAL,Lakers,91,1726.8932,1715.1279,A,W,0.31929225,
54200,200806150LAL,NBA,1,2008,6/15/2008,107,1,BOS,Celtics,98,1707.1495,1702.6226,60.409267,LAL,Lakers,103,1715.1279,1719.6549,A,L,0.34942365,
54201,200806170BOS,NBA,0,2008,6/17/2008,108,1,BOS,Celtics,131,1702.6226,1721.6619,61.922741,LAL,Lakers,92,1719.6549,1700.6156,H,W,0.61718106,
55432,200904180BOS,NBA,0,2009,4/18/2009,83,1,BOS,Celtics,103,1692.6703,1682.5043,58.65881,CHI,Bulls,105,1523.134,1533.3,H,L,0.82514113,
55440,200904200BOS,NBA,0,2009,4/20/2009,84,1,BOS,Celtics,118,1682.5043,1684.2979,58.811745,CHI,Bulls,115,1533.3,1531.5065,H,W,0.80760694,
55448,200904230CHI,NBA,1,2009,4/23/2009,85,1,BOS,Celtics,107,1684.2979,1698.1068,59.968628,CHI,Bulls,86,1531.5065,1517.6975,A,W,0.57539356,
55458,200904260CHI,NBA,1,2009,4/26/2009,86,1,BOS,Celtics,118,1698.1068,1690.7732,59.358799,CHI,Bulls,121,1517.6975,1525.0311,A,L,0.6136955,
55465,200904280BOS,NBA,0,2009,4/28/2009,87,1,BOS,Celtics,106,1690.7732,1692.192,59.477592,CHI,Bulls,104,1525.0311,1523.6123,H,W,0.82196742,
55471,200904300CHI,NBA,1,2009,4/30/2009,88,1,BOS,Celtics,127,1692.192,1687.0822,59.047947,CHI,Bulls,128,1523.6123,1528.7222,A,L,0.59743202,
55475,200905020BOS,NBA,0,2009,5/2/2009,89,1,BOS,Celtics,109,1687.0822,1690.2527,59.315121,CHI,Bulls,99,1528.7222,1525.5516,H,W,0.81566358,
55478,200905040BOS,NBA,0,2009,5/4/2009,90,1,BOS,Celtics,90,1690.2527,1679.0691,58.364212,ORL,Magic,95,1642.51,1653.6936,H,L,0.70066684,
55482,200905060BOS,NBA,0,2009,5/6/2009,91,1,BOS,Celtics,112,1679.0691,1688.1222,59.135799,ORL,Magic,94,1653.6936,1644.6405,H,W,0.67298549,
55486,200905080ORL,NBA,1,2009,5/8/2009,92,1,BOS,Celtics,96,1688.1222,1674.5223,57.970901,ORL,Magic,117,1644.6405,1658.2404,A,L,0.41937357,
55490,200905100ORL,NBA,1,2009,5/10/2009,93,1,BOS,Celtics,95,1674.5223,1679.8785,58.433826,ORL,Magic,94,1658.2404,1652.8842,A,W,0.38179892,
55493,200905120BOS,NBA,0,2009,5/12/2009,94,1,BOS,Celtics,92,1679.8785,1683.6099,58.753151,ORL,Magic,88,1652.8842,1649.1528,H,W,0.67503309,
55497,200905140ORL,NBA,1,2009,5/14/2009,95,1,BOS,Celtics,75,1683.6099,1676.5913,58.150349,ORL,Magic,83,1649.1528,1656.1714,A,L,0.40677929,
55498,200905170BOS,NBA,0,2009,5/17/2009,96,1,BOS,Celtics,82,1676.5913,1653.2666,56.082638,ORL,Magic,101,1656.1714,1679.4961,H,L,0.66667682,
56748,201004170BOS,NBA,0,2010,4/17/2010,83,1,BOS,Celtics,85,1537.5981,1545.823,45.468121,MIA,Heat,76,1593.7953,1585.5704,H,W,0.56270552,
56758,201004200BOS,NBA,0,2010,4/20/2010,84,1,BOS,Celtics,106,1545.823,1562.6808,47.206181,MIA,Heat,77,1585.5704,1568.7126,H,W,0.58585149,
56766,201004230MIA,NBA,1,2010,4/23/2010,85,1,BOS,Celtics,100,1562.6808,1569.5236,47.905586,MIA,Heat,98,1568.7126,1561.8699,A,W,0.35197514,
56774,201004250MIA,NBA,1,2010,4/25/2010,86,1,BOS,Celtics,92,1569.5236,1562.8134,47.219765,MIA,Heat,101,1561.8699,1568.5801,A,L,0.37014657,
56780,201004270BOS,NBA,0,2010,4/27/2010,87,1,BOS,Celtics,96,1562.8134,1569.9084,47.944805,MIA,Heat,86,1568.5801,1561.485,H,W,0.63238227,
56791,201005010CLE,NBA,1,2010,5/1/2010,88,1,BOS,Celtics,93,1569.9084,1566.8972,47.637608,CLE,Cavaliers,101,1712.8506,1715.8618,A,L,0.19805628,
56794,201005030CLE,NBA,1,2010,5/3/2010,89,1,BOS,Celtics,104,1566.8972,1597.6079,50.728912,CLE,Cavaliers,86,1715.8618,1685.1511,A,W,0.19260752,
56800,201005070BOS,NBA,0,2010,5/7/2010,90,1,BOS,Celtics,95,1597.6079,1575.2876,48.491558,CLE,Cavaliers,124,1685.1511,1707.4714,H,L,0.51791906,
56804,201005090BOS,NBA,0,2010,5/9/2010,91,1,BOS,Celtics,97,1575.2876,1586.9232,49.664604,CLE,Cavaliers,87,1707.4714,1695.8358,H,W,0.45381576,
56808,201005110CLE,NBA,1,2010,5/11/2010,92,1,BOS,Celtics,120,1586.9232,1629.2451,53.795071,CLE,Cavaliers,88,1695.8358,1653.5139,A,W,0.23101342,
56809,201005130BOS,NBA,0,2010,5/13/2010,93,1,BOS,Celtics,94,1629.2451,1636.4535,54.473576,CLE,Cavaliers,85,1653.5139,1646.3055,H,W,0.60729212,
56810,201005160ORL,NBA,1,2010,5/16/2010,94,1,BOS,Celtics,92,1636.4535,1649.1077,55.644726,ORL,Magic,88,1781.7629,1769.1088,A,W,0.19590074,
56812,201005180ORL,NBA,1,2010,5/18/2010,95,1,BOS,Celtics,95,1649.1077,1659.6936,56.603958,ORL,Magic,92,1769.1088,1758.5228,A,W,0.21986932,
56814,201005220BOS,NBA,0,2010,5/22/2010,96,1,BOS,Celtics,94,1659.6936,1677.6842,58.188869,ORL,Magic,71,1758.5228,1740.5322,H,W,0.5016849,
56816,201005240BOS,NBA,0,2010,5/24/2010,97,1,BOS,Celtics,92,1677.6842,1670.4718,57.560505,ORL,Magic,96,1740.5322,1747.7446,H,L,0.55326313,
56818,201005260ORL,NBA,1,2010,5/26/2010,98,1,BOS,Celtics,92,1670.4718,1662.6071,56.864555,ORL,Magic,113,1747.7446,1755.6094,A,L,0.26493692,
56820,201005280BOS,NBA,0,2010,5/28/2010,99,1,BOS,Celtics,96,1662.6071,1673.9454,57.864326,ORL,Magic,84,1755.6094,1744.271,H,W,0.51006913,
56822,201006030LAL,NBA,1,2010,6/3/2010,100,1,BOS,Celtics,89,1673.9454,1666.2179,57.185452,LAL,Lakers,102,1686.3225,1694.05,A,L,0.34368968,
56823,201006060LAL,NBA,1,2010,6/6/2010,101,1,BOS,Celtics,103,1666.2179,1680.8792,58.464149,LAL,Lakers,94,1694.05,1679.3888,A,W,0.32390988,
56824,201006080BOS,NBA,0,2010,6/8/2010,102,1,BOS,Celtics,84,1680.8792,1669.1219,57.441845,LAL,Lakers,91,1679.3888,1691.146,H,L,0.64203912,
56825,201006100BOS,NBA,0,2010,6/10/2010,103,1,BOS,Celtics,96,1669.1219,1675.2927,57.981575,LAL,Lakers,89,1691.146,1684.9752,H,W,0.6103695,
56826,201006130BOS,NBA,0,2010,6/13/2010,104,1,BOS,Celtics,92,1675.2927,1680.6708,58.446255,LAL,Lakers,86,1684.9752,1679.5972,H,W,0.62712657,
56827,201006150LAL,NBA,1,2010,6/15/2010,105,1,BOS,Celtics,67,1680.6708,1668.9438,57.426167,LAL,Lakers,89,1679.5972,1691.3241,A,L,0.36136001,
56828,201006170LAL,NBA,1,2010,6/17/2010,106,1,BOS,Celtics,79,1668.9438,1665.1326,57.089245,LAL,Lakers,83,1691.3241,1695.1354,A,L,0.33082026,
58063,201104170BOS,NBA,0,2011,4/17/2011,83,1,BOS,Celtics,87,1614.9241,1616.8002,52.558483,NYK,Knicks,85,1502.2349,1500.3588,H,W,0.77282596,
58069,201104190BOS,NBA,0,2011,4/19/2011,84,1,BOS,Celtics,96,1616.8002,1618.9294,52.763767,NYK,Knicks,93,1500.3588,1498.2295,H,W,0.77659571,
58080,201104220NYK,NBA,1,2011,4/22/2011,85,1,BOS,Celtics,113,1618.9294,1632.4808,54.054867,NYK,Knicks,96,1498.2295,1484.6781,A,W,0.5297544,
58087,201104240NYK,NBA,1,2011,4/24/2011,86,1,BOS,Celtics,101,1632.4808,1642.1561,54.959549,NYK,Knicks,89,1484.6781,1475.0028,A,W,0.56836283,
58102,201105010MIA,NBA,1,2011,5/1/2011,87,1,BOS,Celtics,90,1642.1561,1636.7281,54.453823,MIA,Heat,99,1681.2721,1686.7001,A,L,0.30985105,
58106,201105030MIA,NBA,1,2011,5/3/2011,88,1,BOS,Celtics,91,1636.7281,1630.895,53.905193,MIA,Heat,102,1686.7001,1692.5332,A,L,0.29664874,
58112,201105070BOS,NBA,0,2011,5/7/2011,89,1,BOS,Celtics,97,1630.895,1643.035,55.040993,MIA,Heat,81,1692.5332,1680.3932,H,W,0.55498385,
58116,201105090BOS,NBA,0,2011,5/9/2011,90,1,BOS,Celtics,90,1643.035,1631.7719,53.987999,MIA,Heat,98,1680.3932,1691.6564,H,L,0.58918458,
58119,201105110MIA,NBA,1,2011,5/11/2011,91,1,BOS,Celtics,87,1631.7719,1626.5297,53.491215,MIA,Heat,97,1691.6564,1696.8986,A,L,0.28488266,
59134,201204290ATL,NBA,1,2012,4/29/2012,67,1,BOS,Celtics,74,1620.0554,1612.1561,52.073162,ATL,Hawks,83,1573.8329,1581.7322,A,L,0.42322022,
59141,201205010ATL,NBA,1,2012,5/1/2012,68,1,BOS,Celtics,87,1612.1561,1622.8253,53.102833,ATL,Hawks,80,1581.7322,1571.063,A,W,0.40118933,
59149,201205040BOS,NBA,0,2012,5/4/2012,69,1,BOS,Celtics,90,1622.8253,1626.8868,53.490543,ATL,Hawks,84,1571.063,1567.0015,H,W,0.70549721,
59156,201205060BOS,NBA,0,2012,5/6/2012,70,1,BOS,Celtics,101,1626.8868,1635.7322,54.326359,ATL,Hawks,79,1567.0015,1558.1561,H,W,0.71511835,
59162,201205080ATL,NBA,1,2012,5/8/2012,71,1,BOS,Celtics,86,1635.7322,1632.0175,53.976799,ATL,Hawks,87,1558.1561,1561.8708,A,L,0.46777409,
59168,201205100BOS,NBA,0,2012,5/10/2012,72,1,BOS,Celtics,83,1632.0175,1634.7042,54.229843,ATL,Hawks,80,1561.8708,1559.1841,H,W,0.72699761,
59172,201205120BOS,NBA,0,2012,5/12/2012,73,1,BOS,Celtics,92,1634.7042,1636.5253,54.400715,PHI,Sixers,91,1551.4618,1549.6407,H,W,0.74170095,
59176,201205140BOS,NBA,0,2012,5/14/2012,74,1,BOS,Celtics,81,1636.5253,1629.4375,53.732777,PHI,Sixers,82,1549.6407,1556.7285,H,L,0.7456972,
59181,201205160PHI,NBA,1,2012,5/16/2012,75,1,BOS,Celtics,107,1629.4375,1644.9365,55.18314,PHI,Sixers,91,1556.7285,1541.2295,A,W,0.46080565,
59185,201205180PHI,NBA,1,2012,5/18/2012,76,1,BOS,Celtics,83,1644.9365,1635.0696,54.264164,PHI,Sixers,92,1541.2295,1551.0964,A,L,0.50533462,
59190,201205210BOS,NBA,0,2012,5/21/2012,77,1,BOS,Celtics,101,1635.0696,1641.3807,54.85376,PHI,Sixers,85,1551.0964,1544.7853,H,W,0.74250603,
59193,201205230PHI,NBA,1,2012,5/23/2012,78,1,BOS,Celtics,75,1641.3807,1633.073,54.076344,PHI,Sixers,82,1544.7853,1553.093,A,L,0.49510062,
59195,201205260BOS,NBA,0,2012,5/26/2012,79,1,BOS,Celtics,85,1633.073,1637.8248,54.522339,PHI,Sixers,75,1553.093,1548.3412,H,W,0.73808676,
59197,201205280MIA,NBA,1,2012,5/28/2012,80,1,BOS,Celtics,79,1637.8248,1630.3842,53.822433,MIA,Heat,93,1669.0656,1676.5062,A,L,0.31962788,
59199,201205300MIA,NBA,1,2012,5/30/2012,81,1,BOS,Celtics,111,1630.3842,1626.972,53.49865,MIA,Heat,115,1676.5062,1679.9183,A,L,0.30129343,
59201,201206010BOS,NBA,0,2012,6/1/2012,82,1,BOS,Celtics,101,1626.972,1635.6268,54.316479,MIA,Heat,91,1679.9183,1671.2635,H,W,0.56730473,
59203,201206030BOS,NBA,0,2012,6/3/2012,83,1,BOS,Celtics,93,1635.6268,1639.3804,54.667564,MIA,Heat,91,1671.2635,1667.51,H,W,0.59158099,
59205,201206050MIA,NBA,1,2012,6/5/2012,84,1,BOS,Celtics,94,1639.3804,1648.9141,55.549133,MIA,Heat,90,1667.51,1657.9763,A,W,0.32353497,
